chromosome,HindIII fragment,chromosome,HindIII fragment,sequence frequency,P value,Q value
2,359367,11,381305,6,"2,03E-04","8,01E-03"
2,359367,11,481783,8,"2,34E-06","2,23E-04"
2,359367,11,634310,6,"2,03E-04","8,01E-03"
2,362662,11,41231,6,"2,03E-04","8,01E-03"
2,362662,11,166505,6,"2,03E-04","8,01E-03"
2,362662,11,235576,14,"3,17E-10","1,64E-07"
2,362662,11,240067,11,"1,56E-09","4,62E-07"
2,362662,11,255278,6,"1,56E-05","2,87E-03"
2,362662,11,289853,11,"1,56E-09","4,62E-07"
2,362662,11,334159,8,"2,34E-06","2,23E-04"
2,362662,11,342845,7,"2,32E-05","1,44E-03"
2,362662,11,359589,7,"2,32E-05","1,44E-03"
2,362662,11,366209,7,"2,32E-05","1,44E-03"
2,362662,11,425480,6,"2,03E-04","8,01E-03"
2,362662,11,477884,6,"2,03E-04","8,01E-03"
2,362662,11,506966,6,"2,03E-04","8,01E-03"
2,362662,11,513861,6,"1,56E-05","2,87E-03"
2,362662,11,536460,6,"2,03E-04","8,01E-03"
2,362662,11,643393,8,"7,14E-08","4,74E-05"
2,364482,11,138013,6,"2,03E-04","8,01E-03"
2,364482,11,148732,7,"2,32E-05","1,44E-03"
2,364482,11,359589,8,"2,34E-06","2,23E-04"
2,364482,11,477884,8,"2,34E-06","2,23E-04"
2,364482,11,634310,6,"2,03E-04","8,01E-03"
2,365425,11,185300,6,"1,56E-05","2,87E-03"
2,366540,11,103857,6,"1,56E-05","2,87E-03"
2,366540,11,169389,7,"2,32E-05","1,44E-03"
2,366540,11,235576,6,"2,03E-04","8,01E-03"
2,366540,11,271740,6,"1,56E-05","2,87E-03"
2,366540,11,289853,11,"1,56E-09","4,62E-07"
2,366540,11,322487,6,"2,03E-04","8,01E-03"
2,366540,11,342845,6,"2,03E-04","8,01E-03"
2,366540,11,366209,6,"1,56E-05","2,87E-03"
2,366540,11,421758,6,"2,03E-04","8,01E-03"
2,366540,11,470139,6,"2,03E-04","8,01E-03"
2,366540,11,477884,6,"2,03E-04","8,01E-03"
2,366540,11,578012,7,"2,32E-05","1,44E-03"
2,366540,11,607667,6,"2,03E-04","8,01E-03"
2,369715,11,57247,7,"2,32E-05","1,44E-03"
2,369715,11,83801,6,"2,03E-04","8,01E-03"
2,369715,11,108707,9,"2,10E-07","3,01E-05"
2,369715,11,140627,7,"2,32E-05","1,44E-03"
2,369715,11,180825,6,"2,03E-04","8,01E-03"
2,369715,11,200913,6,"2,03E-04","8,01E-03"
2,369715,11,248712,6,"2,03E-04","8,01E-03"
2,369715,11,271740,6,"2,03E-04","8,01E-03"
2,369715,11,359589,6,"2,03E-04","8,01E-03"
2,369715,11,381305,6,"2,03E-04","8,01E-03"
2,369715,11,408901,7,"2,32E-05","1,44E-03"
2,369715,11,419776,8,"2,34E-06","2,23E-04"
2,369715,11,425480,8,"2,34E-06","2,23E-04"
2,369715,11,481783,6,"2,03E-04","8,01E-03"
2,369715,11,506966,8,"2,34E-06","2,23E-04"
2,369715,11,541370,8,"2,34E-06","2,23E-04"
2,372293,11,131439,15,"3,17E-10","1,64E-07"
2,372293,11,148732,8,"2,34E-06","2,23E-04"
2,372293,11,193553,8,"2,34E-06","2,23E-04"
2,372293,11,235576,6,"2,03E-04","8,01E-03"
2,372293,11,257296,9,"2,10E-07","3,01E-05"
2,372293,11,311264,6,"2,03E-04","8,01E-03"
2,372293,11,320814,6,"2,03E-04","8,01E-03"
2,372293,11,322487,8,"2,34E-06","2,23E-04"
2,372293,11,334159,12,"4,01E-10","1,64E-07"
2,372293,11,359589,7,"1,12E-06","4,06E-04"
2,372293,11,372250,7,"2,32E-05","1,44E-03"
2,372293,11,405938,6,"2,03E-04","8,01E-03"
2,372293,11,419776,6,"2,03E-04","8,01E-03"
2,372293,11,423520,8,"2,34E-06","2,23E-04"
2,372293,11,476064,6,"2,03E-04","8,01E-03"
2,372293,11,506966,8,"2,34E-06","2,23E-04"
2,372293,11,578012,7,"2,32E-05","1,44E-03"
2,372293,11,597426,6,"2,03E-04","8,01E-03"
2,372293,11,610607,7,"2,32E-05","1,44E-03"
2,372293,11,635257,6,"2,03E-04","8,01E-03"
2,375119,11,26380,11,"1,56E-09","4,62E-07"
2,375119,11,49227,6,"1,56E-05","2,87E-03"
2,375119,11,135073,6,"2,03E-04","8,01E-03"
2,375119,11,169389,6,"2,03E-04","8,01E-03"
2,375119,11,235576,6,"1,56E-05","2,87E-03"
2,375119,11,320814,6,"2,03E-04","8,01E-03"
2,375119,11,322487,9,"2,10E-07","3,01E-05"
2,375119,11,325022,7,"2,32E-05","1,44E-03"
2,375119,11,334159,8,"2,34E-06","2,23E-04"
2,375119,11,349059,8,"2,34E-06","2,23E-04"
2,375119,11,381305,8,"2,34E-06","2,23E-04"
2,375119,11,397234,6,"1,56E-05","2,87E-03"
2,375119,11,411399,6,"1,56E-05","2,87E-03"
2,375119,11,421758,6,"2,03E-04","8,01E-03"
2,375119,11,438697,6,"1,56E-05","2,87E-03"
2,375119,11,476064,7,"2,32E-05","1,44E-03"
2,375119,11,477884,7,"2,32E-05","1,44E-03"
2,375119,11,481783,7,"2,32E-05","1,44E-03"
2,375119,11,488199,8,"2,34E-06","2,23E-04"
2,375119,11,506966,6,"2,03E-04","8,01E-03"
2,375119,11,536460,6,"2,03E-04","8,01E-03"
2,375119,11,588452,7,"2,32E-05","1,44E-03"
2,375119,11,602048,6,"2,03E-04","8,01E-03"
2,375119,11,629139,8,"2,34E-06","2,23E-04"
2,380477,11,41231,7,"2,32E-05","1,44E-03"
2,380477,11,325022,7,"2,32E-05","1,44E-03"
2,380477,11,342845,10,"1,73E-08","3,62E-06"
2,380477,11,359589,6,"2,03E-04","8,01E-03"
2,380477,11,432446,6,"2,03E-04","8,01E-03"
2,380477,11,477884,8,"2,34E-06","2,23E-04"
2,380477,11,536460,7,"2,32E-05","1,44E-03"
2,380477,11,573168,7,"2,32E-05","1,44E-03"
2,380477,11,616350,6,"2,03E-04","8,01E-03"
2,385687,11,83801,6,"2,03E-04","8,01E-03"
2,385687,11,195661,8,"2,34E-06","2,23E-04"
2,385687,11,255278,7,"2,32E-05","1,44E-03"
2,385687,11,280731,10,"1,73E-08","3,62E-06"
2,385687,11,421758,6,"2,03E-04","8,01E-03"
2,385687,11,536460,9,"2,10E-07","3,01E-05"
2,385687,11,588452,6,"2,03E-04","8,01E-03"
2,387102,11,93065,9,"2,10E-07","3,01E-05"
2,387102,11,320814,8,"2,34E-06","2,23E-04"
2,387102,11,349059,6,"2,03E-04","8,01E-03"
2,387102,11,359589,6,"2,03E-04","8,01E-03"
2,387102,11,481783,6,"2,03E-04","8,01E-03"
2,389582,11,34017,7,"1,12E-06","4,06E-04"
2,389582,11,53430,7,"1,12E-06","4,06E-04"
2,389582,11,349059,6,"2,03E-04","8,01E-03"
2,389582,11,573168,6,"2,03E-04","8,01E-03"
2,393927,11,57247,8,"2,34E-06","2,23E-04"
2,393927,11,248712,6,"2,03E-04","8,01E-03"
2,393927,11,293848,6,"2,03E-04","8,01E-03"
2,393927,11,506966,7,"2,32E-05","1,44E-03"
2,393927,11,521360,6,"2,03E-04","8,01E-03"
2,393927,11,536460,9,"2,10E-07","3,01E-05"
2,397286,11,187307,6,"1,56E-05","2,87E-03"
2,397286,11,381305,6,"2,03E-04","8,01E-03"
2,400155,11,169389,10,"1,73E-08","3,62E-06"
2,400155,11,190103,6,"2,03E-04","8,01E-03"
2,400155,11,248712,7,"2,32E-05","1,44E-03"
2,400155,11,261285,6,"2,03E-04","8,01E-03"
2,400155,11,280731,6,"2,03E-04","8,01E-03"
2,400155,11,293848,7,"2,32E-05","1,44E-03"
2,400155,11,311264,7,"2,32E-05","1,44E-03"
2,400155,11,320814,8,"2,34E-06","2,23E-04"
2,400155,11,325022,6,"2,03E-04","8,01E-03"
2,400155,11,342845,7,"2,32E-05","1,44E-03"
2,400155,11,506966,8,"2,34E-06","2,23E-04"
2,400155,11,541370,8,"2,34E-06","2,23E-04"
2,400155,11,547429,7,"2,32E-05","1,44E-03"
2,400155,11,578012,6,"2,03E-04","8,01E-03"
2,400155,11,597426,6,"2,03E-04","8,01E-03"
2,402459,11,127162,7,"2,32E-05","1,44E-03"
2,402459,11,196408,7,"2,32E-05","1,44E-03"
2,402459,11,261285,9,"2,10E-07","3,01E-05"
2,402459,11,342845,6,"2,03E-04","8,01E-03"
2,403313,11,536460,6,"1,56E-05","2,87E-03"
2,408207,11,506966,6,"2,03E-04","8,01E-03"
2,411671,11,20892,6,"1,56E-05","2,87E-03"
2,412447,11,17884,7,"2,32E-05","1,44E-03"
2,412447,11,41231,6,"2,03E-04","8,01E-03"
2,412447,11,53430,10,"1,73E-08","3,62E-06"
2,412447,11,135073,6,"2,03E-04","8,01E-03"
2,412447,11,140627,6,"2,03E-04","8,01E-03"
2,412447,11,193553,6,"2,03E-04","8,01E-03"
2,412447,11,200913,6,"2,03E-04","8,01E-03"
2,412447,11,240067,6,"2,03E-04","8,01E-03"
2,412447,11,287174,8,"2,34E-06","2,23E-04"
2,412447,11,293848,10,"1,73E-08","3,62E-06"
2,412447,11,334159,14,"3,17E-10","1,64E-07"
2,412447,11,342845,6,"2,03E-04","8,01E-03"
2,412447,11,359589,9,"2,10E-07","3,01E-05"
2,412447,11,372250,8,"2,34E-06","2,23E-04"
2,412447,11,381305,7,"2,32E-05","1,44E-03"
2,412447,11,477884,7,"2,32E-05","1,44E-03"
2,412447,11,481783,6,"2,03E-04","8,01E-03"
2,412447,11,506966,6,"2,03E-04","8,01E-03"
2,412447,11,523235,8,"2,34E-06","2,23E-04"
2,412447,11,536460,6,"2,03E-04","8,01E-03"
2,412447,11,626765,6,"2,03E-04","8,01E-03"
2,412983,11,477884,6,"2,03E-04","8,01E-03"
2,412983,11,541370,6,"2,03E-04","8,01E-03"
2,413372,11,17884,10,"1,73E-08","3,62E-06"
2,413372,11,41231,6,"2,03E-04","8,01E-03"
2,413372,11,57247,6,"2,03E-04","8,01E-03"
2,413372,11,93065,9,"2,10E-07","3,01E-05"
2,413372,11,131439,6,"2,03E-04","8,01E-03"
2,413372,11,135073,7,"2,32E-05","1,44E-03"
2,413372,11,197283,7,"2,32E-05","1,44E-03"
2,413372,11,224902,6,"2,03E-04","8,01E-03"
2,413372,11,235576,6,"1,56E-05","2,87E-03"
2,413372,11,255278,7,"2,32E-05","1,44E-03"
2,413372,11,261285,8,"2,34E-06","2,23E-04"
2,413372,11,280731,8,"2,34E-06","2,23E-04"
2,413372,11,334159,7,"2,32E-05","1,44E-03"
2,413372,11,359589,6,"2,03E-04","8,01E-03"
2,413372,11,425480,8,"2,34E-06","2,23E-04"
2,413372,11,438697,6,"2,03E-04","8,01E-03"
2,413372,11,597426,8,"2,34E-06","2,23E-04"
2,413372,11,629139,7,"2,32E-05","1,44E-03"
2,413372,11,635257,9,"2,10E-07","3,01E-05"
2,414943,11,26380,10,"1,73E-08","3,62E-06"
2,414943,11,41231,6,"2,03E-04","8,01E-03"
2,414943,11,57247,8,"2,34E-06","2,23E-04"
2,414943,11,83801,8,"2,34E-06","2,23E-04"
2,414943,11,108707,8,"2,34E-06","2,23E-04"
2,414943,11,116645,6,"1,56E-05","2,87E-03"
2,414943,11,127162,11,"1,56E-09","4,62E-07"
2,414943,11,169389,7,"2,32E-05","1,44E-03"
2,414943,11,174959,10,"1,73E-08","3,62E-06"
2,414943,11,187307,9,"2,10E-07","3,01E-05"
2,414943,11,195661,10,"1,73E-08","3,62E-06"
2,414943,11,200913,7,"2,32E-05","1,44E-03"
2,414943,11,212520,6,"2,03E-04","8,01E-03"
2,414943,11,235576,11,"1,56E-09","4,62E-07"
2,414943,11,271740,8,"2,34E-06","2,23E-04"
2,414943,11,289853,8,"2,34E-06","2,23E-04"
2,414943,11,293848,9,"2,10E-07","3,01E-05"
2,414943,11,311264,14,"3,17E-10","1,64E-07"
2,414943,11,314579,6,"2,03E-04","8,01E-03"
2,414943,11,317160,6,"1,56E-05","2,87E-03"
2,414943,11,349059,7,"2,32E-05","1,44E-03"
2,414943,11,366209,9,"4,80E-09","5,47E-06"
2,414943,11,372250,6,"1,56E-05","2,87E-03"
2,414943,11,387698,8,"2,34E-06","2,23E-04"
2,414943,11,405938,10,"1,73E-08","3,62E-06"
2,414943,11,411399,10,"1,73E-08","3,62E-06"
2,414943,11,416251,6,"2,03E-04","8,01E-03"
2,414943,11,419776,6,"2,03E-04","8,01E-03"
2,414943,11,441676,6,"2,03E-04","8,01E-03"
2,414943,11,470139,6,"2,03E-04","8,01E-03"
2,414943,11,481783,6,"2,03E-04","8,01E-03"
2,414943,11,488199,6,"2,03E-04","8,01E-03"
2,414943,11,502846,7,"2,32E-05","1,44E-03"
2,414943,11,506966,9,"2,10E-07","3,01E-05"
2,414943,11,536460,7,"2,32E-05","1,44E-03"
2,414943,11,539085,6,"1,56E-05","2,87E-03"
2,414943,11,597426,8,"2,34E-06","2,23E-04"
2,414943,11,607667,9,"2,10E-07","3,01E-05"
2,414943,11,626765,10,"1,73E-08","3,62E-06"
2,418784,11,311264,8,"2,34E-06","2,23E-04"
2,418784,11,381305,6,"2,03E-04","8,01E-03"
2,418784,11,523235,6,"2,03E-04","8,01E-03"
2,420443,11,317160,6,"1,56E-05","2,87E-03"
2,421033,11,261285,6,"2,03E-04","8,01E-03"
2,421033,11,289853,6,"2,03E-04","8,01E-03"
2,421033,11,311264,10,"1,73E-08","3,62E-06"
2,421033,11,322487,7,"2,32E-05","1,44E-03"
2,421033,11,334159,8,"2,34E-06","2,23E-04"
2,421033,11,387698,6,"2,03E-04","8,01E-03"
2,421033,11,481783,6,"1,56E-05","2,87E-03"
2,421033,11,645862,8,"2,34E-06","2,23E-04"
2,422510,11,26380,8,"2,34E-06","2,23E-04"
2,422510,11,41231,6,"2,03E-04","8,01E-03"
2,422510,11,76861,7,"2,32E-05","1,44E-03"
2,422510,11,127162,7,"2,32E-05","1,44E-03"
2,422510,11,135073,9,"2,10E-07","3,01E-05"
2,422510,11,196408,9,"2,10E-07","3,01E-05"
2,422510,11,222365,9,"2,10E-07","3,01E-05"
2,422510,11,287174,9,"2,10E-07","3,01E-05"
2,422510,11,311264,9,"2,10E-07","3,01E-05"
2,422510,11,421758,6,"2,03E-04","8,01E-03"
2,422510,11,425480,6,"2,03E-04","8,01E-03"
2,422510,11,635257,7,"2,32E-05","1,44E-03"
2,429972,11,200913,6,"2,03E-04","8,01E-03"
2,429972,11,345585,6,"2,03E-04","8,01E-03"
2,429972,11,441676,6,"1,56E-05","2,87E-03"
2,429972,11,578012,7,"2,32E-05","1,44E-03"
2,429972,11,588452,6,"1,56E-05","2,87E-03"
2,429972,11,640866,8,"7,14E-08","4,74E-05"
2,437804,11,41231,6,"2,03E-04","8,01E-03"
2,437804,11,57247,9,"2,10E-07","3,01E-05"
2,437804,11,148732,6,"2,03E-04","8,01E-03"
2,437804,11,169389,7,"2,32E-05","1,44E-03"
2,437804,11,197283,6,"2,03E-04","8,01E-03"
2,437804,11,200913,6,"2,03E-04","8,01E-03"
2,437804,11,248712,10,"1,73E-08","3,62E-06"
2,437804,11,257296,8,"2,34E-06","2,23E-04"
2,437804,11,280731,6,"2,03E-04","8,01E-03"
2,437804,11,311264,8,"2,34E-06","2,23E-04"
2,437804,11,325022,8,"2,34E-06","2,23E-04"
2,437804,11,334159,6,"2,03E-04","8,01E-03"
2,437804,11,359589,6,"2,03E-04","8,01E-03"
2,437804,11,421758,7,"2,32E-05","1,44E-03"
2,437804,11,536460,7,"2,32E-05","1,44E-03"
2,437804,11,552074,6,"2,03E-04","8,01E-03"
2,437804,11,553570,7,"2,32E-05","1,44E-03"
2,437804,11,643393,7,"2,32E-05","1,44E-03"
2,441048,11,366209,6,"1,56E-05","2,87E-03"
2,443672,11,30697,7,"2,32E-05","1,44E-03"
2,443672,11,41231,6,"2,03E-04","8,01E-03"
2,443672,11,194777,8,"2,34E-06","2,23E-04"
2,443672,11,320814,6,"2,03E-04","8,01E-03"
2,443672,11,387698,6,"2,03E-04","8,01E-03"
2,443672,11,634310,6,"2,03E-04","8,01E-03"
2,444584,11,53430,6,"2,03E-04","8,01E-03"
2,444584,11,255278,6,"2,03E-04","8,01E-03"
2,448453,11,138013,6,"1,56E-05","2,87E-03"
2,448453,11,174959,7,"2,32E-05","1,44E-03"
2,448453,11,242351,6,"2,03E-04","8,01E-03"
2,448453,11,314579,6,"2,03E-04","8,01E-03"
2,448453,11,317160,8,"7,14E-08","4,74E-05"
2,448453,11,573168,6,"1,56E-05","2,87E-03"
2,455028,11,57247,7,"2,32E-05","1,44E-03"
2,455028,11,131439,7,"2,32E-05","1,44E-03"
2,455028,11,289853,6,"2,03E-04","8,01E-03"
2,455028,11,293848,7,"2,32E-05","1,44E-03"
2,455028,11,513861,6,"2,03E-04","8,01E-03"
2,455028,11,547429,7,"2,32E-05","1,44E-03"
2,455028,11,553570,7,"2,32E-05","1,44E-03"
2,455028,11,632216,6,"2,03E-04","8,01E-03"
2,458794,11,76861,7,"2,32E-05","1,44E-03"
2,458794,11,108707,6,"2,03E-04","8,01E-03"
2,458794,11,114440,12,"4,01E-10","1,64E-07"
2,458794,11,127162,7,"1,12E-06","4,06E-04"
2,458794,11,190103,6,"2,03E-04","8,01E-03"
2,458794,11,193553,6,"2,03E-04","8,01E-03"
2,458794,11,240067,6,"2,03E-04","8,01E-03"
2,458794,11,255278,6,"2,03E-04","8,01E-03"
2,458794,11,261285,8,"2,34E-06","2,23E-04"
2,458794,11,287174,7,"2,32E-05","1,44E-03"
2,458794,11,289853,7,"1,12E-06","4,06E-04"
2,458794,11,334159,8,"2,34E-06","2,23E-04"
2,458794,11,405938,8,"2,34E-06","2,23E-04"
2,458794,11,423520,6,"2,03E-04","8,01E-03"
2,458794,11,425480,8,"2,34E-06","2,23E-04"
2,458794,11,513861,12,"4,01E-10","1,64E-07"
2,458794,11,567898,7,"2,32E-05","1,44E-03"
2,458794,11,578012,8,"2,34E-06","2,23E-04"
2,458794,11,626765,9,"2,10E-07","3,01E-05"
2,458794,11,647992,8,"2,34E-06","2,23E-04"
2,462021,11,506966,7,"2,32E-05","1,44E-03"
2,462021,11,647992,6,"2,03E-04","8,01E-03"
2,465843,11,222365,6,"2,03E-04","8,01E-03"
2,465843,11,311264,9,"2,10E-07","3,01E-05"
2,465843,11,578012,7,"2,32E-05","1,44E-03"
2,467838,11,235576,6,"2,03E-04","8,01E-03"
2,467838,11,248712,8,"2,34E-06","2,23E-04"
2,467838,11,359589,7,"2,32E-05","1,44E-03"
2,467838,11,573168,6,"2,03E-04","8,01E-03"
2,474127,11,53430,6,"2,03E-04","8,01E-03"
2,474127,11,80084,6,"2,03E-04","8,01E-03"
2,474127,11,169389,6,"2,03E-04","8,01E-03"
2,474127,11,200913,9,"2,10E-07","3,01E-05"
2,474127,11,240067,6,"2,03E-04","8,01E-03"
2,474127,11,248712,8,"2,34E-06","2,23E-04"
2,474127,11,280731,6,"2,03E-04","8,01E-03"
2,474127,11,477884,10,"1,73E-08","3,62E-06"
2,481460,11,196408,7,"2,32E-05","1,44E-03"
2,481460,11,255278,7,"2,32E-05","1,44E-03"
2,481460,11,423520,7,"2,32E-05","1,44E-03"
2,486817,11,26380,6,"2,03E-04","8,01E-03"
2,486817,11,41231,9,"2,10E-07","3,01E-05"
2,486817,11,53430,7,"2,32E-05","1,44E-03"
2,486817,11,57247,13,"3,22E-10","1,64E-07"
2,486817,11,80084,7,"2,32E-05","1,44E-03"
2,486817,11,93065,8,"2,34E-06","2,23E-04"
2,486817,11,108707,8,"2,34E-06","2,23E-04"
2,486817,11,127162,6,"2,03E-04","8,01E-03"
2,486817,11,131439,6,"2,03E-04","8,01E-03"
2,486817,11,156800,7,"2,32E-05","1,44E-03"
2,486817,11,169389,7,"2,32E-05","1,44E-03"
2,486817,11,195661,6,"2,03E-04","8,01E-03"
2,486817,11,222365,6,"2,03E-04","8,01E-03"
2,486817,11,228956,6,"2,03E-04","8,01E-03"
2,486817,11,240067,6,"2,03E-04","8,01E-03"
2,486817,11,261285,8,"2,34E-06","2,23E-04"
2,486817,11,289853,6,"2,03E-04","8,01E-03"
2,486817,11,314579,6,"2,03E-04","8,01E-03"
2,486817,11,322487,8,"2,34E-06","2,23E-04"
2,486817,11,334159,15,"3,17E-10","1,64E-07"
2,486817,11,359589,6,"2,03E-04","8,01E-03"
2,486817,11,411399,6,"2,03E-04","8,01E-03"
2,486817,11,438697,6,"2,03E-04","8,01E-03"
2,486817,11,448290,6,"2,03E-04","8,01E-03"
2,486817,11,523235,6,"2,03E-04","8,01E-03"
2,486817,11,536460,8,"2,34E-06","2,23E-04"
2,486817,11,541370,6,"2,03E-04","8,01E-03"
2,486817,11,550465,6,"2,03E-04","8,01E-03"
2,486817,11,602048,9,"2,10E-07","3,01E-05"
2,486817,11,605639,6,"2,03E-04","8,01E-03"
2,486817,11,624080,6,"2,03E-04","8,01E-03"
2,497227,11,66893,7,"1,12E-06","4,06E-04"
2,505806,11,197283,6,"1,56E-05","2,87E-03"
2,505806,11,261285,6,"1,56E-05","2,87E-03"
2,505806,11,411399,6,"1,56E-05","2,87E-03"
2,505806,11,420892,7,"1,12E-06","4,06E-04"
2,505806,11,588452,7,"1,12E-06","4,06E-04"
2,505806,11,634310,6,"1,56E-05","2,87E-03"
2,508561,11,248712,6,"2,03E-04","8,01E-03"
2,508561,11,311264,6,"2,03E-04","8,01E-03"
2,508561,11,314579,6,"2,03E-04","8,01E-03"
2,508561,11,488199,6,"1,56E-05","2,87E-03"
2,512024,11,26380,11,"1,56E-09","4,62E-07"
2,512024,11,30697,6,"2,03E-04","8,01E-03"
2,512024,11,94676,6,"2,03E-04","8,01E-03"
2,512024,11,325022,6,"2,03E-04","8,01E-03"
2,512024,11,421758,6,"2,03E-04","8,01E-03"
2,514719,11,212520,6,"1,56E-05","2,87E-03"
2,518517,11,122095,6,"1,56E-05","2,87E-03"
2,518517,11,416251,6,"2,03E-04","8,01E-03"
2,521731,11,23244,6,"1,56E-05","2,87E-03"
2,521731,11,34017,6,"1,56E-05","2,87E-03"
2,521731,11,122095,8,"7,14E-08","4,74E-05"
2,521731,11,261285,6,"1,56E-05","2,87E-03"
2,524207,11,319454,6,"1,56E-05","2,87E-03"
2,527771,11,26380,6,"2,03E-04","8,01E-03"
2,527771,11,41231,12,"4,01E-10","1,64E-07"
2,527771,11,57247,6,"2,03E-04","8,01E-03"
2,527771,11,76861,7,"2,32E-05","1,44E-03"
2,527771,11,85931,6,"2,03E-04","8,01E-03"
2,527771,11,122095,7,"2,32E-05","1,44E-03"
2,527771,11,135073,10,"1,73E-08","3,62E-06"
2,527771,11,152792,8,"7,14E-08","4,74E-05"
2,527771,11,169389,7,"2,32E-05","1,44E-03"
2,527771,11,187307,9,"2,10E-07","3,01E-05"
2,527771,11,228956,6,"2,03E-04","8,01E-03"
2,527771,11,235576,6,"2,03E-04","8,01E-03"
2,527771,11,255278,10,"1,73E-08","3,62E-06"
2,527771,11,289853,10,"1,73E-08","3,62E-06"
2,527771,11,334159,10,"1,03E-09","1,91E-06"
2,527771,11,536460,12,"4,01E-10","1,64E-07"
2,527771,11,588452,6,"1,56E-05","2,87E-03"
2,527771,11,640866,6,"2,03E-04","8,01E-03"
2,527771,11,643393,7,"1,12E-06","4,06E-04"
2,532885,11,41231,6,"2,03E-04","8,01E-03"
2,532885,11,108707,6,"1,56E-05","2,87E-03"
2,532885,11,169389,6,"2,03E-04","8,01E-03"
2,532885,11,174959,10,"1,73E-08","3,62E-06"
2,532885,11,212520,6,"2,03E-04","8,01E-03"
2,532885,11,257296,6,"2,03E-04","8,01E-03"
2,532885,11,299807,6,"1,56E-05","2,87E-03"
2,532885,11,597426,7,"2,32E-05","1,44E-03"
2,532885,11,629139,9,"4,80E-09","5,47E-06"
2,538141,11,12726,8,"2,34E-06","2,23E-04"
2,538141,11,41231,6,"2,03E-04","8,01E-03"
2,538141,11,127162,9,"2,10E-07","3,01E-05"
2,538141,11,131439,7,"2,32E-05","1,44E-03"
2,538141,11,138013,6,"2,03E-04","8,01E-03"
2,538141,11,171958,7,"2,32E-05","1,44E-03"
2,538141,11,174959,7,"2,32E-05","1,44E-03"
2,538141,11,197283,7,"2,32E-05","1,44E-03"
2,538141,11,222365,6,"2,03E-04","8,01E-03"
2,538141,11,235576,6,"2,03E-04","8,01E-03"
2,538141,11,248712,6,"2,03E-04","8,01E-03"
2,538141,11,271740,6,"2,03E-04","8,01E-03"
2,538141,11,359589,6,"2,03E-04","8,01E-03"
2,538141,11,423520,6,"2,03E-04","8,01E-03"
2,538141,11,477884,8,"2,34E-06","2,23E-04"
2,538141,11,506966,7,"2,32E-05","1,44E-03"
2,538141,11,647992,7,"2,32E-05","1,44E-03"
2,540541,11,408901,6,"2,03E-04","8,01E-03"
2,542390,11,41231,7,"2,32E-05","1,44E-03"
2,542390,11,53430,6,"1,56E-05","2,87E-03"
2,542390,11,83801,6,"2,03E-04","8,01E-03"
2,542390,11,174959,6,"2,03E-04","8,01E-03"
2,542390,11,197283,6,"2,03E-04","8,01E-03"
2,542390,11,228956,8,"2,34E-06","2,23E-04"
2,542390,11,240067,6,"2,03E-04","8,01E-03"
2,542390,11,257296,7,"2,32E-05","1,44E-03"
2,542390,11,261285,6,"1,56E-05","2,87E-03"
2,542390,11,315837,7,"1,12E-06","4,06E-04"
2,542390,11,536460,10,"1,73E-08","3,62E-06"
2,542390,11,539085,6,"1,56E-05","2,87E-03"
2,542390,11,634310,7,"2,32E-05","1,44E-03"
2,544545,11,89154,7,"1,12E-06","4,06E-04"
2,544545,11,135073,8,"2,34E-06","2,23E-04"
2,544545,11,152792,11,"8,40E-10","1,91E-06"
2,544545,11,169389,7,"2,32E-05","1,44E-03"
2,544545,11,174959,7,"2,32E-05","1,44E-03"
2,544545,11,293848,7,"2,32E-05","1,44E-03"
2,544545,11,408901,8,"2,34E-06","2,23E-04"
2,544545,11,425480,9,"2,10E-07","3,01E-05"
2,547513,11,359589,6,"1,56E-05","2,87E-03"
2,547513,11,513861,6,"1,56E-05","2,87E-03"
2,547513,11,627592,6,"1,56E-05","2,87E-03"
2,550731,11,53430,6,"1,56E-05","2,87E-03"
2,553516,11,41231,9,"2,10E-07","3,01E-05"
2,553516,11,57247,7,"2,32E-05","1,44E-03"
2,553516,11,83801,7,"2,32E-05","1,44E-03"
2,553516,11,108707,7,"2,32E-05","1,44E-03"
2,553516,11,127162,8,"2,34E-06","2,23E-04"
2,553516,11,138013,8,"2,34E-06","2,23E-04"
2,553516,11,140627,10,"1,73E-08","3,62E-06"
2,553516,11,169389,6,"2,03E-04","8,01E-03"
2,553516,11,174959,8,"2,34E-06","2,23E-04"
2,553516,11,193553,7,"2,32E-05","1,44E-03"
2,553516,11,204118,7,"2,32E-05","1,44E-03"
2,553516,11,240067,11,"1,56E-09","4,62E-07"
2,553516,11,261285,6,"2,03E-04","8,01E-03"
2,553516,11,271740,6,"2,03E-04","8,01E-03"
2,553516,11,311264,10,"1,73E-08","3,62E-06"
2,553516,11,322487,12,"4,01E-10","1,64E-07"
2,553516,11,334159,7,"2,32E-05","1,44E-03"
2,553516,11,349059,7,"2,32E-05","1,44E-03"
2,553516,11,470139,6,"2,03E-04","8,01E-03"
2,553516,11,477884,10,"1,73E-08","3,62E-06"
2,553516,11,513861,7,"2,32E-05","1,44E-03"
2,553516,11,523235,7,"2,32E-05","1,44E-03"
2,553516,11,541370,7,"2,32E-05","1,44E-03"
2,553516,11,583608,8,"2,34E-06","2,23E-04"
2,553516,11,588452,9,"2,10E-07","3,01E-05"
2,553516,11,597426,7,"2,32E-05","1,44E-03"
2,553516,11,640866,7,"2,32E-05","1,44E-03"
